round,accuracy,loss
1,0.3508,2.4871068870544435
2,0.656,1.5153601213455201
3,0.7625,0.7282771819114685
4,0.7826,0.5880999547004699
5,0.9134,0.2486983104467392
6,0.9264,0.2095307391166687
7,0.9529,0.15069201839268206
8,0.8845,0.32738606369495393
9,0.8505,0.42147579259872436
10,0.8696,0.36446161060333254
11,0.9285,0.21190377682447434
12,0.9519,0.14549523913562298
13,0.9342,0.18633307455778123
14,0.9223,0.2256896858215332
15,0.9639,0.10492085072696208
