round,accuracy,loss
1,0.2148,1.958023858833313
2,0.474,1.7981542510986328
3,0.6402,1.2426227998733521
4,0.8141,0.5103875682830811
5,0.911,0.33944808993339537
6,0.8764,0.3553296303987503
7,0.9011,0.29641632597446443
8,0.9419,0.2067146883904934
9,0.911,0.2596709041595459
10,0.9477,0.1586053946316242
11,0.9436,0.17604779406785964
12,0.9434,0.17957463683485986
13,0.9467,0.1645123842060566
14,0.9576,0.1337727849572897
15,0.9485,0.15515661827921867
