round,accuracy,loss
1,0.3295,1.9325306774139404
2,0.4543,1.3951825407028198
3,0.6436,0.960332590675354
4,0.769,0.6985758091926575
5,0.8197,0.5144115926742554
6,0.8831,0.3786877140045166
7,0.8535,0.40301676206588744
8,0.9229,0.2550918710589409
9,0.942,0.19636407318115234
10,0.9366,0.20850789971351624
11,0.9557,0.14827729643583298
12,0.9503,0.1521313597559929
13,0.9576,0.13947721730917692
14,0.9591,0.1303150419831276
15,0.9599,0.12744213970005513
