round,accuracy,loss
1,0.2463,2.26517887878418
2,0.3491,1.9220600915908814
3,0.6035,1.1451356163024902
4,0.8059,0.6298655866622925
5,0.8588,0.4926464782714844
6,0.8948,0.3653694500684738
7,0.895,0.3555031004071236
8,0.9382,0.2106902199923992
9,0.9264,0.2508158201098442
10,0.9404,0.2047248060822487
11,0.946,0.17883508419394492
12,0.9436,0.17756463714241982
13,0.9404,0.16958080670833586
14,0.9652,0.11936454569399357
15,0.967,0.11136388954520225
