round,accuracy,loss
1,0.7107,1.1037621815681458
2,0.8805,0.437222015953064
3,0.9319,0.2556554763317108
4,0.9455,0.18969186549782752
5,0.9577,0.14489920560717584
6,0.9612,0.12552243085503578
7,0.9646,0.11272539742738008
8,0.9682,0.1020075591519475
9,0.972,0.09151918458044529
10,0.973,0.08498063042089343
11,0.9755,0.07912616078034043
12,0.9759,0.07484127699173987
13,0.9779,0.07106512164659798
14,0.9788,0.06758688374944032
15,0.9796,0.0648650844257325
