round,accuracy,loss
1,0.4038,1.8167615739822387
2,0.8169,0.5305872630596161
3,0.9282,0.25080443096160887
4,0.946,0.17986176347136498
5,0.9522,0.15563899616003035
6,0.7498,1.1672872798919678
7,0.9547,0.13828031607866287
8,0.9668,0.10972004996538162
9,0.9672,0.09908640212416649
10,0.9703,0.10023659169822931
11,0.9742,0.08306251296252012
12,0.9752,0.07847175788134336
13,0.9748,0.076034346537292
14,0.9753,0.0780722570091486
15,0.9738,0.0819848159942776
