round,accuracy,loss
1,0.681,1.1508844192504883
2,0.8093,0.602781132555008
3,0.9215,0.29630246701240537
4,0.9431,0.20939595068693162
5,0.9447,0.18883321022987365
6,0.9561,0.14920942203998566
7,0.9601,0.12749427713006733
8,0.9654,0.1149395650550723
9,0.9659,0.10776440590918064
10,0.9683,0.09830002775862813
11,0.9737,0.09043616443276406
12,0.9725,0.08972941541709006
13,0.9712,0.08699447190500796
14,0.9739,0.08306184686496854
15,0.9737,0.08208290396146477
