round,accuracy,loss
1,0.5979,1.5042604635238648
2,0.8456,0.5487960037231445
3,0.8971,0.3378708047389984
4,0.9344,0.23222563514709474
5,0.9412,0.19808267360925674
6,0.9513,0.16894203339517117
7,0.9552,0.15178345491588116
8,0.9609,0.12529942242205144
9,0.9641,0.1185924538910389
10,0.9672,0.1037298354782164
11,0.9686,0.10487087199091912
12,0.9733,0.08895601987019182
13,0.971,0.08775846269801259
14,0.9763,0.08005247827321291
15,0.975,0.07535108798220753
