round,accuracy,loss
1,0.4081,1.6457622835159302
2,0.6775,0.9216421974182128
3,0.8696,0.4374057004928589
4,0.9199,0.28301414035558703
5,0.893,0.3194251278996468
6,0.9176,0.24767445968389512
7,0.9469,0.17463209657669068
8,0.9438,0.1745735824227333
9,0.9521,0.142129569478333
10,0.9639,0.1179793646916747
11,0.9653,0.11002783592790365
12,0.9671,0.109597006803751
13,0.9625,0.11863394712209702
14,0.9669,0.10096104854717851
15,0.9615,0.11269650990068912
