round,accuracy,loss
1,0.4752,1.6518094339370728
2,0.6848,1.1578236495971679
3,0.8316,0.4918703046798706
4,0.8645,0.4084628791809082
5,0.8826,0.35296402426958084
6,0.9387,0.19440978614091872
7,0.9159,0.24433911523222923
8,0.9281,0.22458209639787674
9,0.9223,0.22070537484884262
10,0.9449,0.15912354517579078
11,0.9447,0.15905971492156387
12,0.953,0.14446685482263566
13,0.9072,0.2656661124289036
14,0.9585,0.12019890550673008
15,0.9597,0.11103289549499751
