round,accuracy,loss
1,0.7252,1.0960721704483032
2,0.9021,0.3561471258640289
3,0.9371,0.21565067169070243
4,0.9523,0.16550558176636695
5,0.9564,0.1389201218083501
6,0.9639,0.12263723447620868
7,0.9668,0.10955038779079915
8,0.9681,0.1004306932464242
9,0.9698,0.09633744616806507
10,0.9738,0.08670780483447016
11,0.9737,0.08145821056589485
12,0.9742,0.08286810180321336
13,0.9758,0.07907232310697436
14,0.9779,0.07022211322411895
15,0.9778,0.06947231394723058
