round,accuracy,loss
1,0.7122,0.9775319338798523
2,0.913,0.3434095258712769
3,0.9384,0.21711709855794906
4,0.9539,0.16268336788415907
5,0.9586,0.13781048898547887
6,0.965,0.11692456954717637
7,0.9649,0.10643131845667958
8,0.9697,0.09676505691632628
9,0.9709,0.08930855366736651
10,0.9736,0.08409932738766074
11,0.9746,0.07698169816732407
12,0.977,0.07375736157000065
13,0.9764,0.07284911098144949
14,0.9782,0.06808393981829286
15,0.9792,0.06282663648054004
