round,accuracy,loss
1,0.403,2.154128678894043
2,0.3995,2.4235680404663085
3,0.4953,2.114142416381836
4,0.5547,1.8822782026290894
5,0.5818,1.5445446104049683
6,0.7734,0.6473283217430115
7,0.5935,1.2333235208511353
8,0.8109,0.5135297386169434
9,0.6997,0.8197795810699463
10,0.7739,0.680518600320816
11,0.6595,0.9279389772415161
12,0.7899,0.5392956126213073
13,0.8036,0.5356806855201721
14,0.8352,0.46742912682294846
15,0.7964,0.5301597739458084
