round,accuracy,loss
1,0.2999,3.2246596088409425
2,0.2609,2.9036116748809815
3,0.4454,2.3218115985870362
4,0.6698,1.1211356830596924
5,0.6551,0.9448828760147094
6,0.5883,1.2816720865249633
7,0.8252,0.48434002583026886
8,0.6873,0.8521211466789246
9,0.8159,0.5273091023683548
10,0.7319,0.7537576353549957
11,0.7932,0.5323489558935165
12,0.8982,0.3082390154004097
13,0.8591,0.36097533798217774
14,0.7749,0.7616515486717225
15,0.885,0.3205602001428604
